tns_index,epoch,length_tns,pkt_type,len_mode,frame_numbers,conn_id,direction,src_ip,src_port,dst_ip,dst_port,canon_a_ip,canon_a_port,canon_b_ip,canon_b_port,pdu_index_in_conn,delta_t_in_conn,conn_len,direction_num,src_row_idx
3033,1742830308.6021519,684,6,len4,1030,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,716,0.0002110004425048828,5474,0.0,715
3127,1742830314.38762,3165,6,len4,"1337,1338,1339",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,904,3.600120544433594e-05,5474,0.0,903
2484,1742830368.832,569,6,len4,7912,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5096,0.008744955062866211,5474,1.0,5095
3046,1742830308.7237391,354,6,len4,1084,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,742,0.00016689300537109375,5474,0.0,741
2518,1742830369.5651538,166,6,len4,7999,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5164,0.12224698066711424,5474,1.0,5163
2689,1742830303.399631,3150,6,len4,"68,69,70",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,36,6.413459777832031e-05,5474,0.0,35
3544,1742830327.251075,409,6,len4,2510,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1736,0.0005121231079101561,5474,0.0,1735
782,1742830326.682144,556,6,len4,2254,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1573,0.008658885955810547,5474,1.0,1572
4637,1742830355.2571518,183,6,len4,5810,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3793,9.012222290039062e-05,5474,0.0,3792
1035,1742830333.219158,164,6,len4,3683,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2201,0.3728179931640625,5474,1.0,2200
4033,1742830341.432483,684,6,len4,4135,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2594,0.00020384788513183596,5474,0.0,2593
3932,1742830341.029293,167,6,len4,3906,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2392,2.694129943847656e-05,5474,0.0,2391
1161,1742830341.0633562,21,6,len4,3965,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2451,5.984306335449219e-05,5474,1.0,2450
840,1742830327.13909,687,6,len4,2435,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1691,0.002648115158081055,5474,1.0,1690
4108,1742830342.211342,948,6,len4,4347,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2744,0.0008871555328369141,5474,0.0,2743
5050,1742830362.273947,3564,6,len4,"7073,7074,7075",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4625,6.389617919921875e-05,5474,0.0,4624
2881,1742830306.466896,183,6,len4,583,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,420,3.600120544433594e-05,5474,0.0,419
2569,1742830371.550417,566,6,len4,8180,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5268,0.01766490936279297,5474,1.0,5267
467,1742830314.666964,616,6,len4,1402,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,941,0.02429294586181641,5474,1.0,940
2894,1742830307.08204,183,6,len4,619,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,446,3.910064697265625e-05,5474,0.0,445
2685,1742830303.341033,1834,6,len4,"48,49",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,28,0.0002460479736328125,5474,0.0,27
2476,1742830368.762264,569,6,len4,7893,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5080,0.00048804283142089844,5474,1.0,5079
390,1742830313.320409,745,6,len4,1152,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,787,0.015001058578491213,5474,1.0,786
1205,1742830341.168618,171,6,len4,4053,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2539,0.01964592933654785,5474,1.0,2538
4347,1742830353.394376,2487,6,len4,"5058,5059",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3225,0.00015807151794433594,5474,0.0,3224
913,1742830327.554176,524,6,len4,2643,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1836,0.02544808387756348,5474,1.0,1835
1690,1742830354.402698,151,6,len4,5454,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3513,0.005857944488525391,5474,1.0,3512
3015,1742830308.4289849,2241,6,len4,"975,976",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,680,0.00032019615173339844,5474,0.0,679
2423,1742830367.817304,168,6,len4,7723,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4974,0.01708698272705078,5474,1.0,4973
2978,1742830307.660517,7975,6,len4,"840,841,842,843,844,845",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,608,0.0003709793090820313,5474,0.0,607
392,1742830313.354939,549,6,len4,1156,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,791,0.01609206199645996,5474,1.0,790
3390,1742830322.775616,329,6,len4,2064,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1428,0.00015783309936523438,5474,0.0,1427
3521,1742830327.1288831,107,6,len4,2432,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1688,3.886222839355469e-05,5474,0.0,1687
4615,1742830355.027663,330,6,len4,5719,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3753,0.00018596649169921875,5474,0.0,3752
793,1742830326.765615,1818,6,len4,"2282,2283",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1595,0.0075910091400146484,5474,1.0,1594
2381,1742830366.488633,513,6,len4,7584,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4893,1.0434238910675049,5474,1.0,4892
296,1742830307.631591,170,6,len4,820,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,597,0.005379199981689453,5474,1.0,596
649,1742830317.807628,576,6,len4,1898,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1307,0.004593849182128906,5474,1.0,1306
1055,1742830340.7614288,21,6,len4,3745,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2239,0.00013208389282226562,5474,1.0,2238
3813,1742830331.269947,166,6,len4,3612,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2152,7.915496826171875e-05,5474,0.0,2151
393,1742830313.372148,531,6,len4,1158,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,793,0.017033100128173828,5474,1.0,792
192,1742830306.350503,21,6,len4,539,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,383,9.393692016601562e-05,5474,1.0,382
1210,1742830341.21013,704,6,len4,4068,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2549,0.003074884414672852,5474,1.0,2548
459,1742830314.408804,450,6,len4,1382,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,925,0.00662684440612793,5474,1.0,924
280,1742830307.544989,1115,6,len4,742,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,559,0.0003540515899658203,5474,1.0,558
1122,1742830341.028383,21,6,len4,3887,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2373,7.009506225585938e-05,5474,1.0,2372
379,1742830312.481731,657,6,len4,1123,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,765,0.03998589515686035,5474,1.0,764
4166,1742830347.695134,3900,6,len4,"4500,4501,4502",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2860,0.0005939006805419923,5474,0.0,2859
1085,1742830340.923667,21,6,len4,3808,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2299,0.00010204315185546876,5474,1.0,2298
2819,1742830305.671206,334,6,len4,431,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,296,0.00017404556274414062,5474,0.0,295
2003,1742830359.6779552,667,6,len4,6315,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4142,0.009629964828491213,5474,1.0,4141
4578,1742830354.801728,229,6,len4,5641,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3679,8.296966552734375e-05,5474,0.0,3678
5294,1742830368.9155788,315,6,len4,7933,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5117,9.298324584960938e-05,5474,0.0,5116
1779,1742830354.8419,151,6,len4,5654,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3692,0.005835056304931641,5474,1.0,3691
1558,1742830353.427057,170,6,len4,5081,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3242,0.004225015640258789,5474,1.0,3241
3514,1742830327.0876539,450,6,len4,2416,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1674,0.0003261566162109375,5474,0.0,1673
4777,1742830359.1944141,3906,6,len4,"6217,6218,6219",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4075,0.0005078315734863281,5474,0.0,4074
461,1742830314.429461,568,6,len4,1386,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,929,0.010986089706420898,5474,1.0,928
1108,1742830340.990055,566,6,len4,3855,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2345,0.008278131484985352,5474,1.0,2344
5344,1742830371.267024,593,6,len4,8111,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5215,0.00021910667419433596,5474,0.0,5214
1367,1742830347.709483,747,6,len4,4508,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2863,0.003934860229492188,5474,1.0,2862
4014,1742830341.229367,329,6,len4,4077,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2556,0.0002009868621826172,5474,0.0,2555
2427,1742830367.872802,1220,6,len4,7735,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4982,0.0029799938201904297,5474,1.0,4981
4022,1742830341.341583,950,6,len4,4099,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2572,0.0002701282501220703,5474,0.0,2571
619,1742830316.427165,151,6,len4,1830,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1247,0.008620977401733398,5474,1.0,1246
4946,1742830360.45,196,6,len4,6714,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4416,5.91278076171875e-05,5474,0.0,4415
3441,1742830325.87934,716,6,len4,2189,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1530,0.0001499652862548828,5474,0.0,1529
4328,1742830353.199057,598,6,len4,4999,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3187,0.00024199485778808594,5474,0.0,3186
4295,1742830353.08676,2990,6,len4,"4869,4870,4871",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3119,0.0002961158752441406,5474,0.0,3118
3365,1742830321.078945,4300,6,len4,"1983,1984,1985",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1378,0.00024580955505371094,5474,0.0,1377
3794,1742830331.063261,351,6,len4,3565,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2114,8.702278137207031e-05,5474,0.0,2113
2184,1742830361.169426,21,6,len4,6865,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4500,0.00036406517028808594,5474,1.0,4499
5176,1742830365.325757,393,6,len4,7557,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4878,0.00011897087097167969,5474,0.0,4877
5282,1742830368.814879,333,6,len4,7909,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5093,0.0001239776611328125,5474,0.0,5092
2405,1742830367.620369,5324,6,len4,"7662,7663,7664,7665",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4939,1.5974044799804688e-05,5474,1.0,4938
4154,1742830347.649904,330,6,len4,4468,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2836,0.00018596649169921875,5474,0.0,2835
2706,1742830303.599962,389,6,len4,127,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,70,0.0001919269561767578,5474,0.0,69
4544,1742830354.734605,107,6,len4,5570,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,3611,2.5033950805664066e-05,5474,0.0,3610
2908,1742830307.1455,298,6,len4,647,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,474,0.0001919269561767578,5474,0.0,473
3218,1742830315.302284,694,6,len4,1590,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1086,0.00014209747314453125,5474,0.0,1085
2946,1742830307.488256,183,6,len4,731,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,550,7.700920104980469e-05,5474,0.0,549
4095,1742830342.159107,2307,6,len4,"4317,4318",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2718,0.00034689903259277344,5474,0.0,2717
57,1742830304.761561,547,6,len4,190,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,113,0.07823681831359862,5474,1.0,112
3499,1742830326.982282,273,6,len4,2372,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1646,0.00019502639770507807,5474,0.0,1645
2803,1742830305.5854368,669,6,len4,397,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,264,0.00024199485778808594,5474,0.0,263
3828,1742830331.528023,1031,6,len4,3655,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2182,0.000286102294921875,5474,0.0,2181
5371,1742830371.550641,330,6,len4,8181,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5269,0.00022411346435546875,5474,0.0,5268
3330,1742830317.807848,299,6,len4,1899,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1308,0.0002200603485107422,5474,0.0,1307
2131,1742830360.3480651,536,6,len4,6692,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4395,0.008737802505493164,5474,1.0,4394
4929,1742830360.317374,188,6,len4,6679,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4382,2.193450927734375e-05,5474,0.0,4381
4050,1742830341.636291,1990,6,len4,"4188,4189",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2628,0.00025391578674316406,5474,0.0,2627
517,1742830315.225897,594,6,len4,1540,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1041,0.004121065139770508,5474,1.0,1040
3346,1742830317.923847,331,6,len4,1931,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1340,0.00025796890258789057,5474,0.0,1339
1444,1742830352.765874,436,6,len4,4738,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3016,0.0034439563751220703,5474,1.0,3015
1975,1742830359.29176,607,6,len4,6234,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4086,0.01194906234741211,5474,1.0,4085
566,1742830315.744292,170,6,len4,1681,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1141,0.005741119384765625,5474,1.0,1140
1130,1742830341.029181,21,6,len4,3903,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2389,6.604194641113281e-05,5474,1.0,2388
4996,1742830361.200752,853,6,len4,6906,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,4517,0.000386953353881836,5474,0.0,4516
5333,1742830371.0260859,372,6,len4,8046,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,5195,0.0001010894775390625,5474,0.0,5194
2253,1742830362.359132,479,6,len4,7090,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4638,0.007966041564941406,5474,1.0,4637
47,1742830304.2131212,745,6,len4,162,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,93,0.01972794532775879,5474,1.0,92
3327,1742830317.7908552,183,6,len4,1893,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1302,9.703636169433594e-05,5474,0.0,1301
1050,1742830340.748369,5324,6,len4,"3723,3724,3725,3726",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2229,1.7881393432617188e-05,5474,1.0,2228
3189,1742830315.17975,1532,6,len4,"1515,1516",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1028,0.0001728534698486328,5474,0.0,1027
300,1742830307.65469,151,6,len4,835,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,605,0.006863117218017578,5474,1.0,604
1633,1742830354.028019,598,6,len4,5302,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3398,0.00265192985534668,5474,1.0,3397
2260,1742830362.428615,4183,6,len4,"7124,7125,7126",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4650,0.011103153228759766,5474,1.0,4649
1905,1742830357.459065,183,6,len4,6038,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3946,0.213270902633667,5474,1.0,3945
3522,1742830327.136442,677,6,len4,2434,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1690,0.0001430511474609375,5474,0.0,1689
1576,1742830353.677995,183,6,len4,5126,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3278,0.13104605674743652,5474,1.0,3277
2947,1742830307.506027,183,6,len4,733,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,552,9.393692016601562e-05,5474,0.0,551
1140,1742830341.044612,21,6,len4,3923,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2409,8.893013000488281e-05,5474,1.0,2408
1785,1742830354.879926,151,6,len4,5666,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,3704,0.006564855575561523,5474,1.0,3703
735,1742830324.5425391,21,6,len4,2130,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1479,6.4849853515625e-05,5474,1.0,1478
104,1742830305.370704,151,6,len4,313,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,207,0.008257865905761719,5474,1.0,206
1074,1742830340.8954382,187,6,len4,3786,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2277,0.007215976715087891,5474,1.0,2276
3043,1742830308.7050881,1617,6,len4,"1073,1074",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,736,0.0007128715515136719,5474,0.0,735
2488,1742830368.86491,564,6,len4,7920,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,5104,0.00951385498046875,5474,1.0,5103
3494,1742830326.9480221,135,6,len4,2353,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1636,9.584426879882812e-05,5474,0.0,1635
2145,1742830360.518255,633,6,len4,6724,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,4423,0.009771108627319336,5474,1.0,4422
